telemetry_id,vessel_name,vessel_type,speed_knots,beaufort_scale,cargo_weight_tons,route_status,timestamp,fuel_consumption_mt
TEL-11226,MV Fleet_16,Bulk Carrier,8.61,4.0,37143,Underway,2026-06-06 10:56:43.203853,8.12
TEL-11227,MV Fleet_07,LNG Carrier,9.97,5.0,29766,Moored,2026-06-06 11:11:43.203853,10.33
TEL-11228,MV Fleet_17,Container,23.78,9.0,29715,Moored,2026-06-06 11:26:43.203853,23.82
TEL-11229,MV Fleet_07,Container,13.04,8.0,12398,Underway,2026-06-06 11:41:43.203853,16.64
TEL-11230,MV Fleet_14,Container,9.84,7.0,17202,Underway,2026-06-06 11:56:43.203853,11.26
TEL-11231,MV Fleet_15,Bulk Carrier,9.71,5.0,32987,Anchored,2026-06-06 12:11:43.203853,11.59
TEL-11232,MV Fleet_07,Bulk Carrier,19.51,9.0,40740,Moored,2026-06-06 12:26:43.203853,17.19
TEL-11233,MV Fleet_09,Tanker,21.67,9.0,16312,Underway,2026-06-06 12:41:43.203853,20.02
TEL-11234,MV Fleet_19,LNG Carrier,12.11,2.0,25354,Underway,2026-06-06 12:56:43.203853,5.57
TEL-11235,MV Fleet_16,Bulk Carrier,8.33,4.0,18627,Underway,2026-06-06 13:11:43.203853,5.72
TEL-11236,MV Fleet_08,Container,11.57,8.0,39113,Underway,2026-06-06 13:26:43.203853,14.99
TEL-11237,MV Fleet_18,Container,8.9,1.0,33758,Moored,2026-06-06 13:41:43.203853,4.25
TEL-11238,MV Fleet_18,Bulk Carrier,9.65,5.0,45409,Underway,2026-06-06 13:56:43.203853,8.32
TEL-11239,MV Fleet_20,Bulk Carrier,14.9,8.0,33486,Moored,2026-06-06 14:11:43.203853,16.64
TEL-11240,MV Fleet_07,Bulk Carrier,11.68,2.0,20099,Underway,2026-06-06 14:26:43.203853,6.87
TEL-11241,MV Fleet_03,Tanker,16.26,2.0,46412,Moored,2026-06-06 14:41:43.203853,4.68
TEL-11242,MV Fleet_18,Container,12.06,8.0,6611,Underway,2026-06-06 14:56:43.203853,15.02
TEL-11243,MV Fleet_10,Tanker,23.05,9.0,36657,Anchored,2026-06-06 15:11:43.203853,22.35
TEL-11244,MV Fleet_07,Tanker,22.5,7.0,23462,Moored,2026-06-06 15:26:43.203853,17.08
TEL-11245,MV Fleet_17,LNG Carrier,17.07,8.0,15773,Underway,2026-06-06 15:41:43.203853,15.18
TEL-11246,MV Fleet_14,Container,13.67,5.0,28763,Underway,2026-06-06 15:56:43.203853,9.88
TEL-11247,MV Fleet_03,Container,14.1,1.0,43547,Underway,2026-06-06 16:11:43.203853,4.81
TEL-11248,MV Fleet_12,Bulk Carrier,14.59,4.0,47218,Underway,2026-06-06 16:26:43.203853,8.68
TEL-11249,MV Fleet_13,Bulk Carrier,19.64,2.0,34063,Anchored,2026-06-06 16:41:43.203853,10.15
TEL-11250,MV Fleet_02,LNG Carrier,15.23,3.0,44918,Underway,2026-06-06 16:56:43.203853,9.24
TEL-11251,MV Fleet_03,Tanker,21.71,3.0,21737,Anchored,2026-06-06 17:11:43.203853,12.55
TEL-11252,MV Fleet_05,Bulk Carrier,23.11,9.0,18861,Underway,2026-06-06 17:26:43.203853,23.71
TEL-11253,MV Fleet_11,Bulk Carrier,13.38,4.0,47523,Underway,2026-06-06 17:41:43.203853,10.26
TEL-11254,MV Fleet_08,Container,16.97,2.0,35284,Underway,2026-06-06 17:56:43.203853,8.35
TEL-11255,MV Fleet_12,Container,9.52,3.0,27428,Underway,2026-06-06 18:11:43.203853,4.51
TEL-11256,MV Fleet_07,Bulk Carrier,11.21,3.0,5711,Underway,2026-06-06 18:26:43.203853,8.67
TEL-11257,MV Fleet_15,Container,14.62,7.0,18706,Moored,2026-06-06 18:41:43.203853,16.22
TEL-11258,MV Fleet_17,LNG Carrier,11.3,8.0,33078,Underway,2026-06-06 18:56:43.203853,13.97
TEL-11259,MV Fleet_04,Bulk Carrier,22.02,6.0,15924,Underway,2026-06-06 19:11:43.203853,15.46
TEL-11260,MV Fleet_13,Container,10.53,4.0,20921,Underway,2026-06-06 19:26:43.203853,9.32
TEL-11261,MV Fleet_18,LNG Carrier,15.29,6.0,30432,Underway,2026-06-06 19:41:43.203853,10.4
TEL-11262,MV Fleet_01,Container,17.69,1.0,22813,Underway,2026-06-06 19:56:43.203853,7.38
TEL-11263,MV Fleet_16,Container,19.07,8.0,44212,Underway,2026-06-06 20:11:43.203853,20.25
TEL-11264,MV Fleet_13,Container,14.13,1.0,48452,Underway,2026-06-06 20:26:43.203853,4.54
TEL-11265,MV Fleet_10,Bulk Carrier,21.91,5.0,8420,Anchored,2026-06-06 20:41:43.203853,15.47
TEL-11266,MV Fleet_12,Tanker,17.09,2.0,7068,Underway,2026-06-06 20:56:43.203853,8.14
TEL-11267,MV Fleet_02,Container,15.03,6.0,44927,Underway,2026-06-06 21:11:43.203853,14.57
TEL-11268,MV Fleet_03,LNG Carrier,9.08,9.0,9806,Moored,2026-06-06 21:26:43.203853,15.36
TEL-11269,MV Fleet_10,Bulk Carrier,15.44,5.0,44612,Underway,2026-06-06 21:41:43.203853,11.18
TEL-11270,MV Fleet_02,Bulk Carrier,21.13,4.0,35539,Anchored,2026-06-06 21:56:43.203853,10.87
TEL-11271,MV Fleet_13,LNG Carrier,17.83,2.0,16683,Underway,2026-06-06 22:11:43.203853,8.5
TEL-11272,MV Fleet_13,Container,21.31,3.0,24615,Underway,2026-06-06 22:26:43.203853,11.65
TEL-11273,MV Fleet_18,Tanker,15.9,6.0,40674,Underway,2026-06-06 22:41:43.203853,10.36
TEL-11274,MV Fleet_03,Container,9.9,8.0,25575,Underway,2026-06-06 22:56:43.203853,12.46
TEL-11275,MV Fleet_07,LNG Carrier,8.22,8.0,24807,Underway,2026-06-06 23:11:43.203853,12.54
TEL-11276,MV Fleet_14,Bulk Carrier,12.85,5.0,25441,Underway,2026-06-06 23:26:43.203853,9.67
TEL-11277,MV Fleet_20,Tanker,19.17,5.0,26578,Underway,2026-06-06 23:41:43.203853,13.52
TEL-11278,MV Fleet_17,Bulk Carrier,20.64,3.0,16117,Underway,2026-06-06 23:56:43.203853,11.21
TEL-11279,MV Fleet_12,LNG Carrier,12.73,7.0,8665,Underway,2026-06-07 00:11:43.203853,13.43
TEL-11280,MV Fleet_16,Container,15.93,6.0,49390,Anchored,2026-06-07 00:26:43.203853,16.81
TEL-11281,MV Fleet_12,Tanker,14.74,1.0,14348,Anchored,2026-06-07 00:41:43.203853,4.71
TEL-11282,MV Fleet_15,Bulk Carrier,14.57,4.0,33783,Underway,2026-06-07 00:56:43.203853,8.5
TEL-11283,MV Fleet_10,Bulk Carrier,11.7,6.0,12882,Moored,2026-06-07 01:11:43.203853,13.97
TEL-11284,MV Fleet_07,Bulk Carrier,10.18,6.0,10289,Underway,2026-06-07 01:26:43.203853,13.26
TEL-11285,MV Fleet_20,Container,11.15,3.0,18910,Underway,2026-06-07 01:41:43.203853,5.29
TEL-11286,MV Fleet_05,Tanker,8.89,6.0,45566,Underway,2026-06-07 01:56:43.203853,12.46
TEL-11287,MV Fleet_01,Container,11.17,6.0,36983,Anchored,2026-06-07 02:11:43.203853,8.65
TEL-11288,MV Fleet_17,Container,8.15,9.0,41176,Anchored,2026-06-07 02:26:43.203853,19.22
TEL-11289,MV Fleet_03,Container,18.04,9.0,22545,Underway,2026-06-07 02:41:43.203853,21.64
TEL-11290,MV Fleet_13,LNG Carrier,13.06,2.0,35289,Underway,2026-06-07 02:56:43.203853,6.95
TEL-11291,MV Fleet_14,LNG Carrier,23.57,4.0,9090,Underway,2026-06-07 03:11:43.203853,15.9
TEL-11292,MV Fleet_18,LNG Carrier,11.1,9.0,48801,Underway,2026-06-07 03:26:43.203853,16.56
TEL-11293,MV Fleet_04,Tanker,13.53,4.0,20362,Underway,2026-06-07 03:41:43.203853,8.36
TEL-11294,MV Fleet_18,Container,13.73,8.0,27074,Underway,2026-06-07 03:56:43.203853,17.23
TEL-11295,MV Fleet_05,Container,8.14,3.0,35835,Underway,2026-06-07 04:11:43.203853,7.95
TEL-11296,MV Fleet_16,LNG Carrier,21.43,3.0,18783,Underway,2026-06-07 04:26:43.203853,10.73
TEL-11297,MV Fleet_01,Container,8.51,9.0,49162,Anchored,2026-06-07 04:41:43.203853,14.98
TEL-11298,MV Fleet_14,Container,23.04,8.0,40749,Underway,2026-06-07 04:56:43.203853,18.43
TEL-11299,MV Fleet_15,Bulk Carrier,22.27,1.0,45833,Underway,2026-06-07 05:11:43.203853,9.25
TEL-11300,MV Fleet_09,Container,16.57,2.0,8554,Underway,2026-06-07 05:26:43.203853,7.33
TEL-11301,MV Fleet_15,Bulk Carrier,16.7,3.0,23773,Moored,2026-06-07 05:41:43.203853,11.17
TEL-11302,MV Fleet_17,Container,18.46,2.0,13158,Underway,2026-06-07 05:56:43.203853,11.09
TEL-11303,MV Fleet_04,Tanker,14.19,3.0,6014,Underway,2026-06-07 06:11:43.203853,6.54
TEL-11304,MV Fleet_12,LNG Carrier,18.36,8.0,35331,Underway,2026-06-07 06:26:43.203853,18.79
TEL-11305,MV Fleet_05,Bulk Carrier,8.72,6.0,47986,Underway,2026-06-07 06:41:43.203853,11.91
TEL-11306,MV Fleet_05,LNG Carrier,8.86,7.0,41481,Underway,2026-06-07 06:56:43.203853,9.51
TEL-11307,MV Fleet_11,Bulk Carrier,15.32,6.0,12585,Underway,2026-06-07 07:11:43.203853,14.59
TEL-11308,MV Fleet_06,Bulk Carrier,16.79,1.0,9122,Underway,2026-06-07 07:26:43.203853,4.12
TEL-11309,MV Fleet_07,Bulk Carrier,22.21,3.0,47660,Underway,2026-06-07 07:41:43.203853,11.52
TEL-11310,MV Fleet_14,Tanker,9.67,1.0,21838,Underway,2026-06-07 07:56:43.203853,2.04
TEL-11311,MV Fleet_11,Container,21.16,9.0,22301,Underway,2026-06-07 08:11:43.203853,18.31
TEL-11312,MV Fleet_13,Bulk Carrier,11.36,9.0,28107,Moored,2026-06-07 08:26:43.203853,17.65
TEL-11313,MV Fleet_02,Tanker,14.31,5.0,27625,Moored,2026-06-07 08:41:43.203853,9.77
TEL-11314,MV Fleet_07,Bulk Carrier,13.07,4.0,42142,Underway,2026-06-07 08:56:43.203853,8.57
TEL-11315,MV Fleet_20,Container,14.4,9.0,5489,Underway,2026-06-07 09:11:43.203853,17.22
TEL-11316,MV Fleet_04,Bulk Carrier,10.41,9.0,5984,Anchored,2026-06-07 09:26:43.203853,16.76
TEL-11317,MV Fleet_08,Tanker,16.06,3.0,22344,Anchored,2026-06-07 09:41:43.203853,7.53
TEL-11318,MV Fleet_20,Container,20.83,5.0,39550,Anchored,2026-06-07 09:56:43.203853,15.21
TEL-11319,MV Fleet_19,Tanker,15.06,3.0,19959,Underway,2026-06-07 10:11:43.203853,8.17
TEL-11320,MV Fleet_13,Container,15.85,2.0,43751,Underway,2026-06-07 10:26:43.203853,5.87
TEL-11321,MV Fleet_14,Container,21.58,1.0,6869,Moored,2026-06-07 10:41:43.203853,10.44
TEL-11322,MV Fleet_10,LNG Carrier,19.3,2.0,49264,Moored,2026-06-07 10:56:43.203853,12.25
TEL-11323,MV Fleet_11,LNG Carrier,15.85,8.0,35268,Underway,2026-06-07 11:11:43.203853,16.69
TEL-11324,MV Fleet_02,LNG Carrier,12.12,8.0,24028,Moored,2026-06-07 11:26:43.203853,13.87
TEL-11325,MV Fleet_09,Container,22.16,3.0,44606,Anchored,2026-06-07 11:41:43.203853,11.15
TEL-11326,MV Fleet_17,Bulk Carrier,17.23,7.0,18550,Underway,2026-06-07 11:56:43.203853,16.76
TEL-11327,MV Fleet_03,Tanker,11.54,7.0,10702,Underway,2026-06-07 12:11:43.203853,13.08
TEL-11328,MV Fleet_06,Tanker,12.31,2.0,18027,Underway,2026-06-07 12:26:43.203853,4.26
TEL-11329,MV Fleet_05,Tanker,20.85,9.0,49628,Underway,2026-06-07 12:41:43.203853,17.95
TEL-11330,MV Fleet_05,LNG Carrier,8.71,3.0,37743,Moored,2026-06-07 12:56:43.203853,6.66
TEL-11331,MV Fleet_15,Container,23.87,2.0,29459,Underway,2026-06-07 13:11:43.203853,9.9
TEL-11332,MV Fleet_17,LNG Carrier,10.09,3.0,27286,Anchored,2026-06-07 13:26:43.203853,5.93
TEL-11333,MV Fleet_09,Bulk Carrier,20.74,2.0,11032,Anchored,2026-06-07 13:41:43.203853,12.37
TEL-11334,MV Fleet_03,Container,14.32,8.0,6825,Underway,2026-06-07 13:56:43.203853,14.44
TEL-11335,MV Fleet_20,Tanker,15.88,5.0,16554,Underway,2026-06-07 14:11:43.203853,13.48
TEL-11336,MV Fleet_17,LNG Carrier,22.09,3.0,17470,Underway,2026-06-07 14:26:43.203853,10.68
TEL-11337,MV Fleet_10,LNG Carrier,14.61,5.0,8770,Underway,2026-06-07 14:41:43.203853,12.63
TEL-11338,MV Fleet_03,Bulk Carrier,16.6,8.0,32268,Underway,2026-06-07 14:56:43.203853,17.61
TEL-11339,MV Fleet_18,Bulk Carrier,8.79,7.0,5029,Underway,2026-06-07 15:11:43.203853,12.84
TEL-11340,MV Fleet_18,LNG Carrier,8.04,6.0,35083,Underway,2026-06-07 15:26:43.203853,9.47
TEL-11341,MV Fleet_17,Bulk Carrier,11.92,1.0,13958,Underway,2026-06-07 15:41:43.203853,5.16
TEL-11342,MV Fleet_03,Tanker,18.89,1.0,13806,Underway,2026-06-07 15:56:43.203853,7.97
TEL-11343,MV Fleet_03,Bulk Carrier,9.94,1.0,37162,Underway,2026-06-07 16:11:43.203853,6.32
TEL-11344,MV Fleet_06,Bulk Carrier,9.82,8.0,14196,Moored,2026-06-07 16:26:43.203853,13.02
TEL-11345,MV Fleet_13,LNG Carrier,14.58,8.0,39889,Underway,2026-06-07 16:41:43.203853,17.73
TEL-11346,MV Fleet_15,LNG Carrier,18.37,7.0,32702,Moored,2026-06-07 16:56:43.203853,14.79
TEL-11347,MV Fleet_09,Container,19.39,6.0,40777,Moored,2026-06-07 17:11:43.203853,14.82
TEL-11348,MV Fleet_04,Container,10.86,4.0,12739,Moored,2026-06-07 17:26:43.203853,7.35
TEL-11349,MV Fleet_14,LNG Carrier,9.27,1.0,29599,Underway,2026-06-07 17:41:43.203853,2.52
TEL-11350,MV Fleet_05,Bulk Carrier,23.05,9.0,41827,Anchored,2026-06-07 17:56:43.203853,21.55
TEL-11351,MV Fleet_02,Bulk Carrier,12.17,1.0,16285,Underway,2026-06-07 18:11:43.203853,6.46
TEL-11352,MV Fleet_11,Container,21.65,4.0,36147,Underway,2026-06-07 18:26:43.203853,14.14
TEL-11353,MV Fleet_09,Container,21.82,3.0,34727,Anchored,2026-06-07 18:41:43.203853,13.9
TEL-11354,MV Fleet_03,Container,20.36,7.0,7910,Underway,2026-06-07 18:56:43.203853,17.24
TEL-11355,MV Fleet_09,Tanker,10.7,5.0,19674,Moored,2026-06-07 19:11:43.203853,11.67
TEL-11356,MV Fleet_03,Tanker,21.15,5.0,23354,Underway,2026-06-07 19:26:43.203853,15.0
TEL-11357,MV Fleet_02,Container,20.31,4.0,35676,Underway,2026-06-07 19:41:43.203853,11.5
TEL-11358,MV Fleet_12,Bulk Carrier,17.55,1.0,31114,Underway,2026-06-07 19:56:43.203853,8.3
TEL-11359,MV Fleet_10,Container,13.4,5.0,28039,Underway,2026-06-07 20:11:43.203853,13.02
TEL-11360,MV Fleet_09,Tanker,12.2,4.0,49929,Underway,2026-06-07 20:26:43.203853,9.77
TEL-11361,MV Fleet_15,Bulk Carrier,9.95,8.0,36831,Underway,2026-06-07 20:41:43.203853,15.23
TEL-11362,MV Fleet_08,Tanker,16.16,2.0,48884,Underway,2026-06-07 20:56:43.203853,9.45
TEL-11363,MV Fleet_05,Bulk Carrier,17.36,8.0,30146,Underway,2026-06-07 21:11:43.203853,16.72
TEL-11364,MV Fleet_11,Tanker,13.75,1.0,22626,Underway,2026-06-07 21:26:43.203853,3.87
TEL-11365,MV Fleet_02,Bulk Carrier,15.61,4.0,22096,Underway,2026-06-07 21:41:43.203853,10.82
TEL-11366,MV Fleet_15,Bulk Carrier,13.82,3.0,36308,Underway,2026-06-07 21:56:43.203853,10.56
TEL-11367,MV Fleet_06,Bulk Carrier,18.26,5.0,18054,Underway,2026-06-07 22:11:43.203853,13.53
TEL-11368,MV Fleet_08,Bulk Carrier,22.42,5.0,19070,Underway,2026-06-07 22:26:43.203853,16.35
TEL-11369,MV Fleet_05,LNG Carrier,10.62,5.0,47253,Underway,2026-06-07 22:41:43.203853,9.83
TEL-11370,MV Fleet_16,Tanker,14.1,4.0,31250,Underway,2026-06-07 22:56:43.203853,10.04
TEL-11371,MV Fleet_18,Tanker,10.25,8.0,19413,Underway,2026-06-07 23:11:43.203853,13.3
TEL-11372,MV Fleet_06,LNG Carrier,18.0,3.0,16855,Underway,2026-06-07 23:26:43.203853,10.77
TEL-11373,MV Fleet_05,Bulk Carrier,19.66,4.0,43921,Underway,2026-06-07 23:41:43.203853,13.64
TEL-11374,MV Fleet_16,Bulk Carrier,22.91,1.0,10587,Underway,2026-06-07 23:56:43.203853,7.45
TEL-11375,MV Fleet_13,Tanker,12.46,7.0,13827,Underway,2026-06-08 00:11:43.203853,11.16
TEL-11376,MV Fleet_05,LNG Carrier,23.2,1.0,30785,Underway,2026-06-08 00:26:43.203853,7.25
TEL-11377,MV Fleet_13,Bulk Carrier,9.01,2.0,36864,Underway,2026-06-08 00:41:43.203853,6.89
TEL-11378,MV Fleet_17,Bulk Carrier,17.65,7.0,36311,Underway,2026-06-08 00:56:43.203853,14.38
TEL-11379,MV Fleet_18,Bulk Carrier,8.91,1.0,11861,Underway,2026-06-08 01:11:43.203853,3.68
TEL-11380,MV Fleet_08,Container,22.3,3.0,15804,Underway,2026-06-08 01:26:43.203853,15.02
TEL-11381,MV Fleet_13,LNG Carrier,16.48,6.0,18979,Anchored,2026-06-08 01:41:43.203853,14.19
TEL-11382,MV Fleet_19,Bulk Carrier,18.71,6.0,6297,Underway,2026-06-08 01:56:43.203853,15.59
TEL-11383,MV Fleet_03,Container,21.31,6.0,5357,Underway,2026-06-08 02:11:43.203853,14.99
TEL-11384,MV Fleet_08,LNG Carrier,10.4,2.0,21624,Anchored,2026-06-08 02:26:43.203853,5.64
TEL-11385,MV Fleet_02,Bulk Carrier,8.62,2.0,15796,Underway,2026-06-08 02:41:43.203853,3.06
TEL-11386,MV Fleet_08,Tanker,22.06,6.0,28238,Moored,2026-06-08 02:56:43.203853,13.84
TEL-11387,MV Fleet_13,Container,13.04,5.0,33640,Underway,2026-06-08 03:11:43.203853,10.73
TEL-11388,MV Fleet_13,Container,10.06,7.0,45883,Moored,2026-06-08 03:26:43.203853,13.01
TEL-11389,MV Fleet_01,Bulk Carrier,15.5,7.0,36857,Underway,2026-06-08 03:41:43.203853,13.93
TEL-11390,MV Fleet_06,Bulk Carrier,17.57,5.0,24942,Underway,2026-06-08 03:56:43.203853,11.61
TEL-11391,MV Fleet_19,Container,8.5,8.0,8860,Underway,2026-06-08 04:11:43.203853,13.2
TEL-11392,MV Fleet_16,Tanker,12.4,6.0,9447,Moored,2026-06-08 04:26:43.203853,10.8
TEL-11393,MV Fleet_08,Tanker,8.52,5.0,25523,Underway,2026-06-08 04:41:43.203853,10.14
TEL-11394,MV Fleet_01,LNG Carrier,14.73,4.0,39735,Anchored,2026-06-08 04:56:43.203853,10.54
TEL-11395,MV Fleet_16,Bulk Carrier,22.32,7.0,44347,Underway,2026-06-08 05:11:43.203853,20.79
TEL-11396,MV Fleet_09,Tanker,23.72,4.0,9849,Underway,2026-06-08 05:26:43.203853,14.17
TEL-11397,MV Fleet_13,LNG Carrier,18.19,5.0,29718,Underway,2026-06-08 05:41:43.203853,13.15
TEL-11398,MV Fleet_11,Tanker,10.59,5.0,44935,Underway,2026-06-08 05:56:43.203853,9.97
TEL-11399,MV Fleet_13,Bulk Carrier,22.49,1.0,27326,Underway,2026-06-08 06:11:43.203853,8.89
TEL-11400,MV Fleet_10,LNG Carrier,16.26,1.0,12466,Anchored,2026-06-08 06:26:43.203853,3.11
TEL-11401,MV Fleet_04,LNG Carrier,10.46,3.0,27789,Moored,2026-06-08 06:41:43.203853,7.33
TEL-11402,MV Fleet_06,LNG Carrier,22.75,3.0,32135,Underway,2026-06-08 06:56:43.203853,16.11
TEL-11403,MV Fleet_07,Tanker,20.12,2.0,35262,Moored,2026-06-08 07:11:43.203853,11.08
TEL-11404,MV Fleet_05,Bulk Carrier,19.71,2.0,29435,Underway,2026-06-08 07:26:43.203853,12.29
TEL-11405,MV Fleet_11,LNG Carrier,19.35,6.0,39787,Underway,2026-06-08 07:41:43.203853,16.5
TEL-11406,MV Fleet_13,Container,11.21,1.0,43942,Anchored,2026-06-08 07:56:43.203853,3.71
TEL-11407,MV Fleet_19,Bulk Carrier,11.38,6.0,20689,Anchored,2026-06-08 08:11:43.203853,12.4
TEL-11408,MV Fleet_10,Container,19.01,5.0,44860,Underway,2026-06-08 08:26:43.203853,15.08
TEL-11409,MV Fleet_10,Container,11.52,6.0,48273,Underway,2026-06-08 08:41:43.203853,9.15
TEL-11410,MV Fleet_11,LNG Carrier,15.02,5.0,7355,Anchored,2026-06-08 08:56:43.203853,12.17
TEL-11411,MV Fleet_07,LNG Carrier,20.51,7.0,36928,Underway,2026-06-08 09:11:43.203853,17.15
TEL-11412,MV Fleet_18,Tanker,20.54,1.0,5333,Underway,2026-06-08 09:26:43.203853,10.53
TEL-11413,MV Fleet_04,Tanker,15.25,3.0,40330,Underway,2026-06-08 09:41:43.203853,9.17
TEL-11414,MV Fleet_02,Tanker,20.68,6.0,19776,Moored,2026-06-08 09:56:43.203853,12.2
TEL-11415,MV Fleet_14,Bulk Carrier,21.42,1.0,32014,Anchored,2026-06-08 10:11:43.203853,9.48
TEL-11416,MV Fleet_13,Tanker,18.48,7.0,39563,Anchored,2026-06-08 10:26:43.203853,13.1
TEL-11417,MV Fleet_12,Container,11.65,4.0,20270,Underway,2026-06-08 10:41:43.203853,10.51
TEL-11418,MV Fleet_07,Tanker,12.38,3.0,36279,Underway,2026-06-08 10:56:43.203853,6.23
TEL-11419,MV Fleet_02,LNG Carrier,13.04,9.0,38021,Underway,2026-06-08 11:11:43.203853,14.95
TEL-11420,MV Fleet_13,Tanker,9.87,1.0,8657,Moored,2026-06-08 11:26:43.203853,2.3
TEL-11421,MV Fleet_14,Bulk Carrier,12.37,8.0,28886,Underway,2026-06-08 11:41:43.203853,13.54
TEL-11422,MV Fleet_17,Bulk Carrier,11.35,1.0,47383,Underway,2026-06-08 11:56:43.203853,3.75
TEL-11423,MV Fleet_09,Container,15.29,5.0,8237,Anchored,2026-06-08 12:11:43.203853,10.34
TEL-11424,MV Fleet_17,Bulk Carrier,22.54,8.0,41099,Underway,2026-06-08 12:26:43.203853,19.53
TEL-11425,MV Fleet_08,Tanker,9.67,6.0,6027,Moored,2026-06-08 12:41:43.203853,8.58
TEL-11426,MV Fleet_02,LNG Carrier,19.52,7.0,19199,Underway,2026-06-08 12:56:43.203853,16.37
TEL-11427,MV Fleet_13,Bulk Carrier,19.0,8.0,49954,Underway,2026-06-08 13:11:43.203853,20.1
TEL-11428,MV Fleet_03,Container,9.53,6.0,18781,Underway,2026-06-08 13:26:43.203853,10.17
TEL-11429,MV Fleet_16,Tanker,22.76,6.0,20120,Anchored,2026-06-08 13:41:43.203853,18.05
TEL-11430,MV Fleet_06,Container,17.1,6.0,29289,Anchored,2026-06-08 13:56:43.203853,12.11
TEL-11431,MV Fleet_19,Bulk Carrier,13.82,5.0,10983,Underway,2026-06-08 14:11:43.203853,11.84
TEL-11432,MV Fleet_07,Bulk Carrier,20.1,8.0,6093,Underway,2026-06-08 14:26:43.203853,20.28
TEL-11433,MV Fleet_10,Container,12.12,2.0,9789,Moored,2026-06-08 14:41:43.203853,7.92
TEL-11434,MV Fleet_09,Tanker,19.1,7.0,7912,Underway,2026-06-08 14:56:43.203853,16.82
TEL-11435,MV Fleet_02,Bulk Carrier,8.64,4.0,26873,Underway,2026-06-08 15:11:43.203853,8.57
TEL-11436,MV Fleet_15,LNG Carrier,21.43,1.0,19332,Underway,2026-06-08 15:26:43.203853,6.9
TEL-11437,MV Fleet_05,Bulk Carrier,15.17,5.0,21564,Anchored,2026-06-08 15:41:43.203853,11.0
TEL-11438,MV Fleet_04,Tanker,18.19,3.0,17259,Underway,2026-06-08 15:56:43.203853,8.84
TEL-11439,MV Fleet_20,Bulk Carrier,11.54,4.0,47180,Underway,2026-06-08 16:11:43.203853,9.05
TEL-11440,MV Fleet_04,Container,18.83,7.0,25526,Moored,2026-06-08 16:26:43.203853,15.59
TEL-11441,MV Fleet_18,Bulk Carrier,20.36,5.0,26113,Underway,2026-06-08 16:41:43.203853,15.24
TEL-11442,MV Fleet_04,Bulk Carrier,15.57,4.0,21006,Underway,2026-06-08 16:56:43.203853,13.96
TEL-11443,MV Fleet_17,Tanker,17.88,1.0,26643,Underway,2026-06-08 17:11:43.203853,7.82
TEL-11444,MV Fleet_12,Container,15.3,6.0,29413,Moored,2026-06-08 17:26:43.203853,15.25
TEL-11445,MV Fleet_17,Tanker,22.31,6.0,47523,Underway,2026-06-08 17:41:43.203853,15.07
TEL-11446,MV Fleet_10,Bulk Carrier,15.97,7.0,35122,Underway,2026-06-08 17:56:43.203853,14.82
TEL-11447,MV Fleet_01,LNG Carrier,21.47,1.0,9684,Underway,2026-06-08 18:11:43.203853,9.17
TEL-11448,MV Fleet_18,Bulk Carrier,20.82,4.0,12854,Underway,2026-06-08 18:26:43.203853,13.07
TEL-11449,MV Fleet_18,Tanker,14.57,9.0,27357,Moored,2026-06-08 18:41:43.203853,20.07
TEL-11450,MV Fleet_14,LNG Carrier,11.68,6.0,44185,Underway,2026-06-08 18:56:43.203853,10.49
TEL-11451,MV Fleet_15,Tanker,14.5,2.0,22946,Underway,2026-06-08 19:11:43.203853,7.26
TEL-11452,MV Fleet_12,Tanker,21.22,4.0,18127,Underway,2026-06-08 19:26:43.203853,9.56
TEL-11453,MV Fleet_04,Container,11.64,6.0,48466,Underway,2026-06-08 19:41:43.203853,12.23
TEL-11454,MV Fleet_03,LNG Carrier,16.39,4.0,34404,Anchored,2026-06-08 19:56:43.203853,11.4
TEL-11455,MV Fleet_20,Bulk Carrier,20.9,7.0,27888,Underway,2026-06-08 20:11:43.203853,17.44
TEL-11456,MV Fleet_12,Tanker,13.66,3.0,22401,Underway,2026-06-08 20:26:43.203853,8.5
TEL-11457,MV Fleet_07,Bulk Carrier,18.28,6.0,20428,Anchored,2026-06-08 20:41:43.203853,13.74
TEL-11458,MV Fleet_11,Container,11.93,4.0,41422,Underway,2026-06-08 20:56:43.203853,6.87
TEL-11459,MV Fleet_01,Container,9.75,3.0,46717,Underway,2026-06-08 21:11:43.203853,4.94
TEL-11460,MV Fleet_06,LNG Carrier,20.71,3.0,16971,Moored,2026-06-08 21:26:43.203853,10.13
TEL-11461,MV Fleet_15,Container,9.58,2.0,27482,Underway,2026-06-08 21:41:43.203853,2.93
TEL-11462,MV Fleet_15,Container,12.34,3.0,24968,Underway,2026-06-08 21:56:43.203853,5.37
TEL-11463,MV Fleet_19,Bulk Carrier,21.68,1.0,21565,Anchored,2026-06-08 22:11:43.203853,7.73
TEL-11464,MV Fleet_11,Container,13.54,3.0,11829,Moored,2026-06-08 22:26:43.203853,7.32
TEL-11465,MV Fleet_02,Container,23.57,9.0,15487,Underway,2026-06-08 22:41:43.203853,22.31
TEL-11466,MV Fleet_14,Tanker,23.68,4.0,40435,Underway,2026-06-08 22:56:43.203853,12.84
TEL-11467,MV Fleet_02,Container,12.29,3.0,37625,Anchored,2026-06-08 23:11:43.203853,5.95
